Date,Département,Marque,Modele,Annee,Km,Cabine,Boîte vitesse,Carburant,Puissance réelle (ch),Prix (TTC),Carrosserie,Coffre,Réhausse,Date installation benne,Mention benne JPM,Garantie (mois),Lien,S1 vendu,S2 vendu,S4 vendu,Modification Prix,Prix initial
27/01/2020,41,Fiat,Ducato,2017,38500,SC,Manuelle,Diesel,130,21000,Benne origine,Non,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1884041438.htm?ac=206978287,Non,Oui,Oui,,
27/01/2020,68,Renault,Master,2003,132000,SC,Manuelle,Diesel,80,6490,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1879037949.htm?ac=206978287,Non,Non,Non,,
27/01/2020,6,Iveco,Daily,2003,198500,SC,Manuelle,Diesel,120,9500,Benne origine,Non,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1918124255.htm?ac=206978287,Non,Non,Non,,
27/01/2020,56,Volkswagen,Crafter,2020,150,SC,Manuelle,Diesel,177,39000,Benne origine,Oui,Non,NA,JPM,24,https://www.leboncoin.fr/utilitaires/1782016400.htm?ac=206978287,Non,Non,Non,,
27/01/2020,10,Iveco,Daily,2013,202000,SC,Manuelle,Diesel,150,11880,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1914682210.htm?ac=206978287,Non,Oui,Oui,,
27/01/2020,48,Iveco,Daily,2011,180000,SC,Manuelle,Diesel,210,18100,Benne origine,Non,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1918115511.htm?ac=206978287,Non,Non,Non,Oui,
27/01/2020,94,Iveco,Daily,2004,99000,SC,Manuelle,Diesel,126,8500,Benne origine,Oui,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1918109387.htm?ac=206978287,Non,Non,Non,,
27/01/2020,42,Iveco,Daily,2002,129000,SC,Manuelle,Diesel,130,7800,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1918108570.htm?ac=206978287,Oui,Oui,Oui,,
27/01/2020,72,Fiat,Ducato,2020,10,SC,Manuelle,Diesel,140,27588,Benne origine,Oui,Non,NA,NA,24,https://www.leboncoin.fr/utilitaires/1885988087.htm?ac=206978287,Oui,Oui,Oui,,
27/01/2020,72,Fiat,Ducato,2017,62078,SC,Manuelle,Diesel,130,22788,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1889242542.htm?ac=4051296304,Non,Non,Non,,
27/01/2020,51,Fiat,Ducato,2017,53509,SC,Manuelle,Diesel,130,22000,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1889447920.htm?ac=206978287,Non,Non,Non,,
27/01/2020,60,Peugeot,Boxer,2013,150000,SC,Manuelle,Diesel,130,13000,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917579553.htm?ac=206978287,Non,Non,Non,,
27/01/2020,16,Nissan,Cabstar,2013,117200,SC,Manuelle,Diesel,100,14750,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1885566022.htm?ac=206978287,Non,Non,Oui,,
27/01/2020,72,Fiat,Ducato,2021,10,SC,Manuelle,Diesel,140,32388,Benne origine,Oui,Oui,NA,NA,24,https://www.leboncoin.fr/utilitaires/1917715383.htm?ac=206978287,Non,Non,Non,,
27/01/2020,84,Nissan,Cabstar,2012,56000,SC,Manuelle,Diesel,140,14400,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1918063269.htm?ac=206978287,Oui,Oui,Oui,,
28/01/2020,68,Iveco,Daily,2009,260000,SC,Manuelle,Diesel,160,10000,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1918629049.htm?ac=206978287,Non,Non,Non,,
28/01/2020,8,Ford,Transit,2013,101864,SC,Manuelle,Diesel,125,13000,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917587621.htm?ac=206978287,Non,Non,Non,,
28/01/2020,81,Mercedes,Sprinter,2018,33000,SC,Manuelle,Diesel,143,15600,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1918588859.htm?ac=206978287,Oui,Oui,Oui,,
28/01/2020,68,Mercedes,Sprinter,2000,264000,SC,Manuelle,Diesel,143,7950,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921937974.htm?ac=206978287,Non,Non,NA,Oui,
28/01/2020,69,Iveco,Daily,2004,164003,DC,Manuelle,Diesel,126,6800,Benne origine,Non,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1918566405.htm?ac=206978287,Oui,Oui,Oui,,
28/01/2020,28,Mercedes,Sprinter,2002,191935,DC,Manuelle,Diesel,109,5000,Benne origine,Non,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1918561355.htm?ac=206978287,Oui,Oui,Oui,,
28/01/2020,73,Renault,Master,1999,136091,SC,Manuelle,Diesel,100,2600,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1918560114.htm?ac=206978287,Oui,Oui,Oui,,
28/01/2020,24,Iveco,Daily,2018,42000,SC,Manuelle,Diesel,140,29400,Benne origine,Non,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1918559521.htm?ac=206978287,Non,Non,Non,,
28/01/2020,42,Renault,Master,2021,10,SC,Manuelle,Diesel,145,34068,Benne origine,Non,Non,NA,NA,24,https://www.leboncoin.fr/utilitaires/1896663201.htm?ac=206978287,Non,Non,Oui,,
28/01/2020,51,Renault,Master,2017,80000,SC,Manuelle,Diesel,130,22788,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1916982862.htm?ac=206978287,Non,Non,Non,,
28/01/2020,38,Renault,Master,2020,10,SC,Manuelle,Diesel,145,34800,Benne origine,Oui,Non,NA,Gruau,24,https://www.leboncoin.fr/utilitaires/1913824687.htm?ac=206978287,Non,Non,Non,,
28/01/2020,50,Fiat,Ducato,2017,36750,SC,Manuelle,Diesel,130,22500,Benne origine,Non,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1856596148.htm?ac=206978287,Non,Non,Non,,
28/01/2020,17,Renault,Master,2020,10,SC,Manuelle,Diesel,165,34680,Benne origine,Oui,Non,NA,Cabreta,24,https://www.leboncoin.fr/utilitaires/1888521978.htm?ac=206978287,Non,Non,Non,,
28/01/2020,49,Renault,Master,2008,114000,DC,Manuelle,Diesel,130,14990,Benne origine,Non,Oui,NA,NA,3,https://www.leboncoin.fr/utilitaires/1918532270.htm?ac=206978287,Non,Oui,Oui,,
28/01/2020,27,Fiat,Ducato,2007,95000,SC,Manuelle,Diesel,130,9000,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1918523984.htm?ac=206978287,Oui,Oui,Oui,,
28/01/2020,31,Iveco,Daily,2014,88409,SC,Manuelle,Diesel,130,21000,Benne origine,Non,Non,NA,JPM,6,https://www.leboncoin.fr/utilitaires/1918521419.htm?ac=206978287,Non,Oui,Oui,,
28/01/2020,22,Citroen,Jumper,2018,21289,SC,Manuelle,Diesel,130,22788,Benne origine,Non,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1918512284.htm?ac=206978287,Non,Non,Non,,
28/01/2020,18,Renault,Master,2002,150000,SC,Manuelle,Diesel,90,6990,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1892815684.htm?ac=206978287,Non,Non,Non,,
28/01/2020,50,Renault,Master,2016,137034,DC,Manuelle,Diesel,125,20520,Benne origine,Oui,Oui,NA,NA,3,https://www.leboncoin.fr/utilitaires/1893512814.htm?ac=206978287,Non,Oui,Oui,,
28/01/2020,26,Renault,Master,2018,28012,DC,Manuelle,Diesel,130,22788,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1869515932.htm?ac=206978287,Non,Non,Non,,
28/01/2020,49,Iveco,Daily,2012,145000,DC,Manuelle,Diesel,130,15500,Benne origine,Non,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1915577320.htm?ac=206978287,Non,Non,Oui,,
28/01/2020,84,Iveco,Daily,2013,124200,SC,Manuelle,Diesel,126,16560,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1899198313.htm?ac=206978287,Non,Non,Oui,,
28/01/2020,49,Iveco,Daily,2019,29350,SC,Manuelle,Diesel,140,35400,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1918480089.htm?ac=206978287,Non,Non,Non,,
28/01/2020,15,Renault,Master,2016,110337,SC,Manuelle,Diesel,165,23400,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1849437219.htm?ac=206978287,Non,Non,Non,,
28/01/2020,85,Ford,Transit,2018,38405,SC,Manuelle,Diesel,170,25188,Benne origine,Non,Non,NA,NA,12,https://www.leboncoin.fr/utilitaires/1918524395.htm?ac=206978287,Non,Non,Oui,,
01/02/2020,28,Iveco,Daily,2008,168000,SC,Manuelle,Diesel,170,4700,Benne origine,Non,Non,NA,NA,12,https://www.leboncoin.fr/utilitaires/1920687265.htm?ac=206978287,Oui,Oui,Oui,,
01/02/2020,47,Volkswagen,Crafter,2020,10,SC,Manuelle,Diesel,177,39114,Benne origine,Oui,Non,NA,Gruau,24,https://www.leboncoin.fr/utilitaires/1867925818.htm?ac=206978287,Non,Non,Non,,
01/02/2020,26,Mercedes,Sprinter,2006,165517,DC,Manuelle,Diesel,110,8500,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1899064553.htm?ac=206978287,Non,Non,Oui,,
01/02/2020,35,Renault,Master,2015,96200,SC,Manuelle,Diesel,135,21588,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1918469714.htm?ac=206978287,Non,Non,Non,,
01/02/2020,85,Ford,Transit,2018,32854,SC,Manuelle,Diesel,170,26280,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1914558739.htm?ac=4051296304,Non,Non,Non,,
01/02/2020,49,Iveco,Daily,2017,34200,DC,Manuelle,Diesel,140,32280,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1809182060.htm?ac=206978287,Non,Non,Non,,
01/02/2020,44,Iveco,Daily,2016,62937,SC,Manuelle,Diesel,126,29388,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1920731934.htm?ac=206978287,Non,Non,Oui,,
01/02/2020,51,Mercedes,Sprinter,2017,30885,SC,Manuelle,Diesel,120,30000,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1920730431.htm?ac=206978287,Non,Non,Non,,
01/02/2020,44,Iveco,Daily,2016,87072,SC,Manuelle,Diesel,126,27588,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1920729812.htm?ac=206978287,Non,Non,Non,,
01/02/2020,62,Fiat,Ducato,2020,50,SC,Manuelle,Diesel,140,28200,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1871815531.htm?ac=206978287,Non,Non,Non,,
01/02/2020,62,Fiat,Ducato,2020,10,DC,Manuelle,Diesel,140,29880,Benne origine,Oui,Non,NA,NA,24,https://www.leboncoin.fr/utilitaires/1920722889.htm?ac=206978287,Non,Non,Non,,
01/02/2020,68,Renault,Master,2020,50,SC,Manuelle,Diesel,165,38400,Benne origine,Non,Non,NA,NA,24,https://www.leboncoin.fr/utilitaires/1887924485.htm?ac=206978287,Non,Non,Non,,
01/02/2020,83,Iveco,Daily,2015,49000,DC,Manuelle,Diesel,110,22990,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1865938428.htm?ac=206978287,Oui,Oui,Oui,,
01/02/2020,83,Iveco,Daily,2015,45900,DC,Manuelle,Diesel,110,23490,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1871534576.htm?ac=206978287,Non,Non,Non,,
01/02/2020,22,Citroen,Jumper,2013,101310,SC,Manuelle,Diesel,130,16980,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1917611589.htm?ac=206978287,Non,Non,Oui,,
01/02/2020,33,Mercedes,Sprinter,2010,138258,SC,Manuelle,Diesel,130,15300,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921039346.htm?ac=206978287,Oui,Oui,Oui,,
01/02/2020,8,Peugeot,Boxer,2021,2,SC,Manuelle,Diesel,165,31500,Benne origine,Non,Non,NA,Cabreta,24,https://www.leboncoin.fr/utilitaires/1921037178.htm?ac=206978287,Non,Non,Non,,
01/02/2020,13,Volkswagen,Crafter,2021,50,SC,Manuelle,Diesel,177,41040,Benne origine,Non,Non,NA,NA,24,https://www.leboncoin.fr/utilitaires/1837834191.htm?ac=206978287,Non,Non,Non,,
01/02/2020,79,Iveco,Daily,1998,220000,SC,Manuelle,Diesel,110,3500,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921006384.htm?ac=206978287,Oui,Oui,Oui,,
01/02/2020,33,Renault,Master,2021,10,SC,Manuelle,Diesel,145,34616,Benne origine,Oui,Non,NA,JPM,24,https://www.leboncoin.fr/utilitaires/1926994501.htm?ac=4051296304,Non,Non,Non,,
01/02/2020,33,Iveco,Daily,2021,450,SC,Manuelle,Diesel,160,39840,Benne origine,Oui,Non,NA,Gruau,24,https://www.leboncoin.fr/utilitaires/1905422810.htm?ac=206978287,Non,Oui,Oui,,
01/02/2020,51,Ford,Transit,2017,38000,SC,Manuelle,Diesel,130,23508,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1913221324.htm?ac=206978287,Non,Non,Non,,
01/02/2020,44,Iveco,Daily,2018,17661,DC,Manuelle,Diesel,140,33588,Benne origine,Oui,Non,NA,JPM,12,https://www.leboncoin.fr/utilitaires/1887445351.htm?ac=206978287,Non,Non,Non,,
01/02/2020,80,Iveco,Daily,2017,59500,SC,Manuelle,Diesel,140,29400,Benne origine,Non,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1920963116.htm?ac=206978287,Non,Non,Non,,
01/02/2020,27,Iveco,Daily,2013,183000,SC,Manuelle,Diesel,146,15500,Benne origine,Oui,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1920961722.htm?ac=206978287,Oui,Oui,Oui,,
01/02/2020,13,Fiat,Ducato,2017,99059,SC,Manuelle,Diesel,130,18600,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1920961167.htm?ac=206978287,Non,Oui,Oui,,
01/02/2020,41,Mercedes,Sprinter,2014,155000,SC,Manuelle,Diesel,130,19800,Benne origine,Non,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1920961364.htm?ac=206978287,Non,Non,Non,,
01/02/2020,31,Ford,Transit,2015,120475,SC,Manuelle,Diesel,125,18600,Benne origine,Oui,Non,NA,Cabreta,6,https://www.leboncoin.fr/utilitaires/1920950151.htm?ac=206978287,Non,Non,Oui,,
01/02/2020,62,Fiat,Ducato,2017,36920,DC,Manuelle,Diesel,130,21790,Benne origine,Oui,Non,NA,JPM,12,https://www.leboncoin.fr/utilitaires/1764962938.htm?ac=206978287,Non,Non,Non,,
01/02/2020,2,Renault,Master,2020,10,SC,Manuelle,Diesel,165,32280,Benne origine,Non,Non,NA,NA,24,https://www.leboncoin.fr/utilitaires/1859591115.htm?ac=206978287,Non,Oui,Oui,,
01/02/2020,69,Renault,Master,2016,41446,DC,Manuelle,Diesel,125,23940,Benne origine,Non,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1907954114.htm?ac=206978287,Non,Non,Non,,
01/02/2020,69,Renault,Master,2016,64817,SC,Manuelle,Diesel,130,22140,Benne origine,Non,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1892513316.htm?ac=206978287,Non,Non,Non,,
01/02/2020,28,Volkswagen,Crafter,2020,10,SC,Manuelle,Diesel,177,38412,Benne origine,Non,Non,NA,Gruau,60,https://www.leboncoin.fr/utilitaires/1868896624.htm?ac=206978287,Non,Non,Oui,,
01/02/2020,51,Ford,Transit,2018,54071,DC,Manuelle,Diesel,130,26388,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917887104.htm?ac=206978287,Non,Non,Non,,
01/02/2020,49,Iveco,Daily,2018,24500,SC,Manuelle,Diesel,140,31440,Benne origine,Oui,Non,NA,JPM,6,https://www.leboncoin.fr/utilitaires/1891234043.htm?ac=206978287,Oui,Oui,Oui,,
01/02/2020,62,Iveco,Daily,2016,90885,SC,Manuelle,Diesel,106,21990,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1909381527.htm?ac=206978287,Non,Non,Non,,
01/02/2020,67,Mercedes,Sprinter,2001,96252,SC,Manuelle,Diesel,130,11160,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1919158005.htm?ac=206978287,Non,Non,Oui,,
01/02/2020,59,Iveco,Daily,2004,147600,SC,Manuelle,Diesel,116,2600,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921166914.htm?ac=206978287,Oui,Oui,Oui,,
01/02/2020,78,Iveco,Daily,2009,136000,SC,Manuelle,Diesel,120,15000,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1906797645.htm?ac=206978287,Non,Non,Oui,,
01/02/2020,69,Iveco,Daily,2007,140000,SC,Manuelle,Diesel,120,8000,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921148300.htm?ac=206978287,Oui,Oui,Oui,,
01/02/2020,26,Iveco,Daily,2014,118000,SC,Manuelle,Diesel,170,25000,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921137936.htm?ac=206978287,Non,Oui,Oui,,
01/02/2020,69,Iveco,Daily,2018,82000,SC,Manuelle,Diesel,140,26280,Benne origine,Oui,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1903716229.htm?ac=206978287,Non,Non,Non,,
01/02/2020,7,Iveco,Daily,2018,54300,SC,Manuelle,Diesel,140,27000,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1883805776.htm?ac=206978287,Non,Non,Non,,
02/02/2020,20,Iveco,Daily,2008,190000,SC,Manuelle,Diesel,120,13800,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921642640.htm?ac=206978287,Oui,Oui,Oui,,
02/02/2020,25,Iveco,Daily,2008,142500,DC,Manuelle,Diesel,115,14000,Benne origine,Non,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1924111269.htm?ac=206978287,Non,Oui,Oui,,
02/02/2020,60,Fuso,Canter,2007,118040,SC,Manuelle,Diesel,150,13900,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1891192511.htm?ac=206978287,Oui,Oui,Oui,,
02/02/2020,7,Iveco,Daily,2004,195000,SC,Manuelle,Diesel,130,7500,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921636634.htm?ac=206978287,Oui,Oui,Oui,,
02/02/2020,6,Iveco,Daily,2008,80000,DC,Manuelle,Diesel,150,9300,Benne origine,Non,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921633521.htm?ac=206978287,Non,Oui,Oui,,
02/02/2020,91,Ford,Transit,2020,10,SC,Manuelle,Diesel,130,28788,Benne origine,Non,Non,NA,Gruau,24,https://www.leboncoin.fr/utilitaires/1903519225.htm?ac=206978287,Non,Non,Non,,
02/02/2020,91,Fiat,Ducato,2021,10,SC,Manuelle,Diesel,140,29988,Benne origine,Oui,Non,NA,JPM,24,https://www.leboncoin.fr/utilitaires/1791674840.htm?ac=4051296304,Non,Non,Non,,
02/02/2020,97,Citroen,Jumper,2009,90263,DC,Manuelle,Diesel,120,14500,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921725387.htm?ac=206978287,Non,Oui,Oui,,
02/02/2020,26,Mercedes,Sprinter,2008,196000,DC,Manuelle,Diesel,110,10500,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921711137.htm?ac=206978287,Non,Oui,Oui,,
03/02/2020,68,Mercedes,Sprinter,2018,69067,SC,Manuelle,Diesel,143,31080,Benne origine,Oui,Non,NA,NA,12,leboncoin.fr/utilitaires/1892416329.htm?ac=206978287,Non,Non,Non,,
03/02/2020,64,Renault,Master,2019,81,SC,Manuelle,Diesel,130,31560,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1845981734.htm?ac=206978287,Non,Non,Oui,,
03/02/2020,69,Volkswagen,Crafter,2007,170000,DC,Manuelle,Diesel,130,13000,Benne origine,Non,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921768080.htm?ac=206978287,Oui,Oui,Oui,,
03/02/2020,20,Iveco,Daily,1990,130000,SC,Manuelle,Diesel,100,6500,Benne origine,Oui,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921753200.htm?ac=206978287,Oui,Oui,Oui,,
03/02/2020,59,Renault,Master,2020,100,SC,Manuelle,Diesel,163,35388,Benne origine,Oui,Non,NA,NA,24,https://www.leboncoin.fr/utilitaires/1811359833.htm?ac=206978287,Non,Non,Non,,
03/02/2020,95,Fiat,Ducato,2018,31569,SC,Manuelle,Diesel,130,20900,Benne origine,Oui,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1913633673.htm?ac=206978287,Non,Non,Non,,
03/02/2020,34,Ford,Transit,2017,52800,SC,Manuelle,Diesel,130,23988,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921940967.htm?ac=206978287,Non,Non,Oui,,
03/02/2020,76,Iveco,Daily,2008,109000,SC,Manuelle,Diesel,120,11400,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921929313.htm?ac=206978287,Oui,Oui,Oui,,
03/02/2020,44,Fiat,Ducato,2020,10,SC,Manuelle,Diesel,140,29880,Benne origine,Oui,Non,NA,NA,24,https://www.leboncoin.fr/utilitaires/1921894125.htm?ac=206978287,Non,Non,Non,,
03/02/2020,34,Renault,Master,2021,10,SC,Manuelle,Diesel,145,33000,Benne origine,Non,Non,NA,JPM,24,https://www.leboncoin.fr/utilitaires/1921893841.htm?ac=206978287,Non,Non,Oui,,
03/02/2020,77,Iveco,Daily,2010,204000,SC,Manuelle,Diesel,120,15000,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1922067360.htm?ac=206978287,Oui,Oui,Oui,,
03/02/2020,6,Nissan,Cabstar,2015,50400,SC,Manuelle,Diesel,122,21990,Benne origine,Non,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921509051.htm?ac=206978287,Oui,Oui,Oui,,
03/02/2020,44,Fiat,Ducato,2017,59155,DC,Manuelle,Diesel,130,23940,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1922041769.htm?ac=206978287,Non,Non,Non,,
03/02/2020,78,Iveco,Daily,2018,26175,SC,Manuelle,Diesel,140,28680,Benne origine,Non,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1922039798.htm?ac=206978287,Non,Non,Non,,
03/02/2020,64,Iveco,Daily,2018,26500,SC,Manuelle,Diesel,140,25500,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1922019004.htm?ac=206978287,Oui,Oui,Oui,,
03/02/2020,78,Iveco,Daily,2019,23248,SC,Manuelle,Diesel,140,30360,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1922018812.htm?ac=206978287,Non,Non,Oui,,
03/02/2020,37,Iveco,Daily,2020,259,SC,Manuelle,Diesel,160,39000,Benne origine,Oui,Non,NA,JPM,12,https://www.leboncoin.fr/utilitaires/1878876793.htm?ac=206978287,Non,Non,Non,,
03/02/2020,78,Mercedes,Sprinter,2018,69672,SC,Manuelle,Diesel,160,31080,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1921984306.htm?ac=206978287,Non,Non,Non,,
03/02/2020,67,Renault,Master,2013,230000,DC,Manuelle,Diesel,125,13850,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1936320471.htm?ac=4051296304,Non,Non,Non,,
03/02/2020,54,Fuso,Canter,2020,10,SC,Manuelle,Diesel,150,34800,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1892491728.htm?ac=206978287,Non,Non,Non,,
04/02/2020,91,Renault,Master,2015,122000,SC,Manuelle,Diesel,125,17900,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1922470223.htm?ac=206978287,Non,NA,NA,Oui,
04/02/2020,62,Iveco,Daily,2018,50932,DC,Manuelle,Diesel,140,26990,Benne origine,Oui,Non,NA,JPM,12,https://www.leboncoin.fr/utilitaires/1922467816.htm?ac=206978287,Non,Non,Non,,
04/02/2020,33,Renault,Maxity,2009,153330,SC,Manuelle,Diesel,130,12000,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1922462569.htm?ac=206978287,Oui,Oui,Oui,,
04/02/2020,94,Citroen,Jumper,2004,236500,DC,Manuelle,Diesel,101,4000,Benne origine,Non,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1922433642.htm?ac=206978287,Non,NA,NA,Oui,
04/02/2020,84,Peugeot,Boxer,2009,100243,DC,Manuelle,Diesel,120,11000,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1922424223.htm?ac=206978287,Oui,Oui,Oui,,
04/02/2020,33,Iveco,Daily,2018,29100,SC,Manuelle,Diesel,150,31080,Benne origine,Non,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1922418842.htm?ac=206978287,Non,Non,Oui,,
04/02/2020,13,Iveco,Daily,2014,115000,SC,Manuelle,Diesel,150,21000,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1926210389.htm?ac=4051296304,Non,Non,Oui,,
04/02/2020,63,Iveco,Daily,2018,21148,SC,Manuelle,Diesel,140,27480,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1922407500.htm?ac=206978287,Non,Non,Oui,,
04/02/2020,59,Iveco,Daily,2014,76496,SC,Manuelle,Diesel,110,17490,Benne origine,Non,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1922400176.htm?ac=206978287,Non,Non,Non,,
04/02/2020,13,Mercedes,Sprinter,2015,68824,SC,Manuelle,Diesel,129,24990,Benne origine,Non,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1853786679.htm?ac=206978287,Non,Non,Non,,
04/02/2020,16,Iveco,Daily,2016,72661,SC,Manuelle,Diesel,126,26988,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1922379115.htm?ac=206978287,Non,Non,Oui,,
04/02/2020,45,Iveco,Daily,2003,202000,SC,Manuelle,Diesel,150,12000,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1922371666.htm?ac=206978287,Non,Oui,Oui,,
04/02/2020,11,Mercedes,Sprinter,2017,32500,SC,Manuelle,Diesel,150,31200,Benne origine,Oui,Non,NA,JPM,12,https://www.leboncoin.fr/utilitaires/1919897363.htm?ac=206978287,Non,Non,Non,,
