Date,Département,Marque,Modele,Annee,Km,Cabine,Boîte vitesse,Carburant,Puissance réelle (ch),Prix (TTC),Carrosserie,Coffre,Réhausse,Date installation benne,Mention benne JPM,Garantie (mois),Lien,S1 vendu,S2 vendu,S4 vendu,Modification Prix,Prix initial
20/01/2020,34,Fiat,Ducato,2016,59500,SC,Manuelle,Diesel,130,18900,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1909240181.htm,Non,Non,Non,,
20/01/2020,57,Peugeot,Boxer,2016,110250,SC,Manuelle,Diesel,130,18500,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917476870.htm?ac=206978287,Non,Non,Non,Oui,
20/01/2020,32,Iveco,Daily,2013,207920,SC,Automatique,Diesel,146,17520,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1914407512.htm,Non,Non,Non,,
20/01/2020,45,Citroen,Jumper,2014,115292,SC,Manuelle,Diesel,130,17520,Benne origine,Oui,Oui,NA,NA,3,https://www.leboncoin.fr/utilitaires/1926672969.htm?ac=4051296304,Non,Non,Non,,
20/01/2020,34,Volkswagen,Crafter,2008,232000,DC,Manuelle,Diesel,110,12000,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1914265140.htm,Non,Non,Non,,
20/01/2020,49,Iveco,Daily,2018,29300,DC,Automatique,Diesel,136,32940,Benne origine,Oui,Non,NA,JPM,12,https://www.leboncoin.fr/utilitaires/1883931415.htm,Non,Non,Non,,
20/01/2020,44,Iveco,Daily,2015,94500,DC,Manuelle,Diesel,126,19990,Benne origine,Non,Non,NA,Cabreta,0,https://www.leboncoin.fr/utilitaires/1914256579.htm,Non,Non,Non,,
20/01/2020,56,Nissan,Cabstar,2010,86000,SC,Manuelle,Diesel,120,11500,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1914243651.htm,Oui,Oui,Oui,,
22/01/2020,92,Ford,Transit,2013,41570,SC,Manuelle,Diesel,150,12960,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1896351796.htm,Oui,Oui,Oui,,
22/01/2020,63,Iveco,Daily,2005,165000,SC,Manuelle,Diesel,120,11398,Benne origine,Oui,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915404526.htm,Non,Non,Oui,,
22/01/2020,31,Iveco,Daily,2016,66500,SC,Manuelle,Diesel,146,25000,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1911486306.htm,Non,Non,Oui,,
22/01/2020,81,Iveco,Daily,2017,70330,SC,Manuelle,Diesel,146,26880,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1907077460.htm,Non,Oui,Oui,,
22/01/2020,7,Iveco,Daily,2019,47000,SC,Manuelle,Diesel,136,28800,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915386175.htm,Non,Non,Non,,
22/01/2020,17,Fiat,Ducato,2017,65398,SC,Manuelle,Diesel,130,21588,Benne origine,Oui,Non,NA,JPM,3,https://www.leboncoin.fr/utilitaires/1915381591.htm,Non,Non,Non,,
22/01/2020,14,Mercedes,Sprinter,2016,50000,DC,Manuelle,Diesel,136,27000,Benne origine,Non,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1915375028.htm,Non,Non,Non,,
22/01/2020,27,Iveco,Daily,2006,180000,SC,Manuelle,Diesel,110,8500,Benne origine,Oui,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915370238.htm,Oui,Oui,Oui,,
22/01/2020,51,Iveco,Daily,2011,72000,DC,Manuelle,Diesel,130,15490,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1885103920.htm,Oui,Oui,Oui,,
22/01/2020,44,Iveco,Daily,2015,100390,SC,Manuelle,Diesel,150,26988,Benne origine,Oui,Oui,NA,JPM,6,https://www.leboncoin.fr/utilitaires/1915355840.htm,Non,Non,Oui,,
22/01/2020,16,Ford,Transit,2004,256500,SC,Manuelle,Diesel,90,6000,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915344803.htm,Oui,Oui,Oui,,
22/01/2020,83,Peugeot,Boxer,2014,150000,SC,Manuelle,Diesel,110,14500,Benne origine,Oui,Oui,NA,NA,3,https://www.leboncoin.fr/utilitaires/1885092403.htm,Oui,Oui,Oui,,
22/01/2020,22,Citroen,Jumper,2013,64048,DC,Manuelle,Diesel,130,16788,Benne origine,Non,Oui,NA,NA,3,https://www.leboncoin.fr/utilitaires/1915292044.htm,Non,Oui,Oui,,
22/01/2020,77,Citroen,Jumper,2013,93208,SC,Manuelle,Diesel,130,16990,Benne origine,Oui,Oui,NA,NA,3,https://www.leboncoin.fr/utilitaires/1915284154.htm,Non,Non,Oui,,
23/01/2020,39,Renault,Master,2012,18300,SC,Manuelle,Diesel,125,12900,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915661993.htm,Oui,Oui,Oui,,
23/01/2020,69,Iveco,Daily,2009,259000,SC,Manuelle,Diesel,120,6600,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915651486.htm,Oui,Oui,Oui,,
23/01/2020,80,Iveco,Daily,2018,56172,SC,Manuelle,Diesel,140,32080,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1894075756.htm,Non,Non,Non,,
23/01/2020,1,Renault,Master,2015,141396,DC,Manuelle,Diesel,165,19800,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1910236121.htm,Non,Non,Non,,
23/01/2020,1,Renault,Master,2016,37602,SC,Manuelle,Diesel,165,27000,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1910236119.htm,Non,Non,Non,,
23/01/2020,1,Renault,Master,2015,123347,DC,Manuelle,Diesel,165,21600,Benne origine,Oui,Oui,NA,NA,3,https://www.leboncoin.fr/utilitaires/1892361822.htm,Non,Non,Non,,
23/01/2020,79,Iveco,Daily,2007,290000,DC,Manuelle,Diesel,150,8500,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915827259.htm,Oui,Oui,Oui,,
23/01/2020,86,Ford,Transit,2013,190000,DC,Manuelle,Diesel,125,5490,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915794887.htm,Oui,Oui,Oui,,
23/01/2020,79,Nissan,Cabstar,2003,145000,SC,Manuelle,Diesel,120,6500,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915791576.htm,Oui,Oui,Oui,,
23/01/2020,57,Peugeot,Boxer,2015,33600,SC,Manuelle,Diesel,130,17990,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1900016996.htm,Non,Non,Oui,,
23/01/2020,45,Renault,Master,2015,95223,SC,Manuelle,Diesel,165,22320,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1909300053.htm,Oui,Oui,Oui,,
23/01/2020,34,Iveco,Daily,2018,41525,SC,Manuelle,Diesel,136,30000,Benne origine,Oui,Non,NA,NA,12,https://www.leboncoin.fr/utilitaires/1909866742.htm,Oui,Oui,Oui,,
23/01/2020,6,Fiat,Ducato,2016,65000,SC,Manuelle,Diesel,130,16500,Benne origine,Non,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915510696.htm,Oui,Oui,Oui,,
23/01/2020,93,Nissan,Cabstar,2008,217000,DC,Manuelle,Diesel,130,6500,Benne origine,Oui,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1921152934.htm?ac=206978287,Non,Non,Oui,,
23/01/2020,38,Fiat,Ducato,2016,87700,DC,Manuelle,Diesel,150,17880,Benne origine,Non,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1915667644.htm,Oui,Oui,Oui,,
23/01/2020,59,Iveco,Daily,2000,250000,SC,Manuelle,Diesel,115,6500,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915665901.htm,Oui,Oui,Oui,,
23/01/2020,34,Fiat,Ducato,2017,73700,DC,Manuelle,Diesel,130,19300,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1909783079.htm,Non,Non,Non,,
23/01/2020,34,Fiat,Ducato,2017,61270,DC,Manuelle,Diesel,130,18900,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1909235966.htm,Non,Non,Non,,
23/01/2020,35,Iveco,Daily,2018,37500,SC,Manuelle,Diesel,136,29400,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1915134734.htm,Non,Non,Oui,,
23/01/2020,27,Iveco,Daily,2017,82000,SC,Manuelle,Diesel,150,26280,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915115334.htm,Non,Non,Non,,
23/01/2020,18,Renault,Master,2011,124200,SC,Manuelle,Diesel,150,17500,Benne origine,Oui,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1920909475.htm?ac=206978287,Non,Oui,Oui,,
23/01/2020,35,Peugeot,Boxer,2018,26469,SC,Manuelle,Diesel,130,22990,Benne origine,Non,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1915402011.htm,Non,Non,Non,,
23/01/2020,56,Renault,Master,2017,60925,DC,Manuelle,Diesel,130,23990,Benne origine,Non,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1872217342.htm,Non,Non,Oui,,
23/01/2020,88,Renault,Maxity,2011,173725,SC,Manuelle,Diesel,130,13800,Benne origine,Oui,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915142542.htm,Non,Non,Non,,
23/01/2020,45,Mercedes,Sprinter,2017,69800,DC,Manuelle,Diesel,143,32280,Benne origine,Non,Non,NA,NA,12,https://www.leboncoin.fr/utilitaires/1909869984.htm,Non,Non,Non,,
23/01/2020,34,Iveco,Daily,2003,300000,DC,Manuelle,Diesel,90,5500,Benne origine,Non,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1915007006.htm,Oui,Oui,Oui,,
23/01/2020,54,Renault,Master,2012,136000,SC,Manuelle,Diesel,150,13000,Benne origine,Oui,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1914998051.htm,Non,Non,Non,,
23/01/2020,70,Iveco,Daily,2012,190000,SC,Manuelle,Diesel,126,11500,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1915929846.htm,Oui,Oui,Oui,,
24/01/2020,34,Iveco,Daily,2001,183000,SC,Manuelle,Diesel,105,7500,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1916722844.htm,Non,Non,Non,,
24/01/2020,13,Renault,Master,2005,186000,SC,Manuelle,Diesel,120,5000,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1916711168.htm,Oui,Oui,Oui,,
24/01/2020,32,Iveco,Daily,2012,155463,SC,Manuelle,Diesel,126,17999,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1914407489.htm,Non,Non,Non,,
24/01/2020,14,Mercedes,Sprinter,2005,250000,SC,Manuelle,Diesel,156,9000,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1922270127.htm?ac=206978287,Non,Non,Oui,,
24/01/2020,32,Iveco,Daily,2014,125954,DC,Manuelle,Diesel,126,18960,Benne origine,Oui,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1894197092.htm,Non,Non,Non,,
24/01/2020,32,Iveco,Daily,2012,137025,SC,Manuelle,Diesel,126,18360,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1914407503.htm,Non,Non,Non,,
24/01/2020,8,Renault,Master,2016,108952,SC,Manuelle,Diesel,130,18500,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1916649248.htm,Oui,Oui,Oui,,
24/01/2020,18,Iveco,Daily,2020,1,SC,Manuelle,Diesel,140,37872,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1839516662.htm,Non,Non,Non,,
24/01/2020,66,Nissan,Cabstar,2005,122317,SC,Manuelle,Diesel,105,7500,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1916674086.htm,Oui,Oui,Oui,,
24/01/2020,17,Fiat,Ducato,2020,10,SC,Manuelle,Diesel,140,21490,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1897343908.htm,Non,Oui,Oui,,
24/01/2020,41,Iveco,Daily,2011,70000,SC,Manuelle,Diesel,130,20160,Benne origine,Non,Non,NA,Cabreta,3,https://www.leboncoin.fr/utilitaires/1916571125.htm,Non,Non,Non,,
24/01/2020,61,Mercedes,Sprinter,2019,35520,SC,Manuelle,Diesel,143,35520,Benne origine,Oui,Non,NA,NA,12,https://www.leboncoin.fr/utilitaires/1887505551.htm,Non,Oui,Oui,,
24/01/2020,25,Nissan,Cabstar,2020,10,SC,Manuelle,Diesel,130,32400,Benne origine,Non,Non,NA,Cabreta,60,https://www.leboncoin.fr/utilitaires/1385182584.htm,Non,Non,Non,,
24/01/2020,13,Nissan,Cabstar,2006,132000,SC,Manuelle,Diesel,130,12300,Benne origine,Oui,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1916544908.htm,Oui,Oui,Oui,,
24/01/2020,59,Iveco,Daily,2000,220000,SC,Manuelle,Diesel,90,5500,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1916533877.htm,Oui,Oui,Oui,,
24/01/2020,37,Ford,Transit,2011,132000,SC,Manuelle,Diesel,115,11400,Benne origine,Oui,Non,NA,Gruau,0,https://www.leboncoin.fr/utilitaires/1916482999.htm,Oui,Oui,Oui,,
24/01/2020,69,Iveco,Daily,2002,265000,SC,Manuelle,Diesel,110,5700,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1916420435.htm,Oui,Oui,Oui,,
24/01/2020,88,Peugeot,Boxer,2014,68700,SC,Manuelle,Diesel,110,12800,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1916415259.htm,Oui,Oui,Oui,,
25/01/2020,14,Mercedes,Sprinter,2016,55000,DC,Manuelle,Diesel,136,26400,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917167838.htm?ac=206978287,Non,Non,Non,,
25/01/2020,62,Nissan,Cabstar,2017,102500,SC,Manuelle,Diesel,130,20388,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917166716.htm?ac=206978287,Non,Non,Oui,,
25/01/2020,6,Renault,Master,2021,10,SC,Manuelle,Diesel,145,34750,Benne origine,Oui,Non,NA,JPM,3,https://www.leboncoin.fr/utilitaires/1917166016.htm?ac=206978287,Non,Non,Non,,
25/01/2020,76,Renault,Master,2020,120,SC,Manuelle,Diesel,130,33900,Benne origine,Oui,Non,NA,Scattolini,12,https://www.leboncoin.fr/utilitaires/1917157031.htm?ac=206978287,Non,Non,Non,,
25/01/2020,88,Peugeot,Boxer,2018,25346,SC,Manuelle,Diesel,130,22500,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917171961.htm?ac=206978287,Non,Non,Non,,
25/01/2020,49,Iveco,Daily,2019,19600,SC,Manuelle,Diesel,140,32040,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1891404966.htm?ac=206978287,Non,Oui,Oui,,
25/01/2020,62,Renault,Master,2016,32527,DC,Manuelle,Diesel,125,28428,Benne origine,Non,Non,NA,NA,12,https://www.leboncoin.fr/utilitaires/1913313653.htm?ac=206978287,Non,Non,Non,,
25/01/2020,60,Renault,Master,2021,10,SC,Manuelle,Diesel,145,35400,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1913200583.htm?ac=206978287,Non,Non,Oui,,
25/01/2020,15,Renault,Master,2012,215300,SC,Manuelle,Diesel,150,11760,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917194748.htm?ac=206978287,Oui,Oui,Oui,,
25/01/2020,77,Mercedes,Sprinter,2016,86000,SC,Manuelle,Diesel,140,23990,Benne origine,Non,Non,NA,JPM,12,https://www.leboncoin.fr/utilitaires/1914231238.htm?ac=206978287,Non,Non,Non,,
25/01/2020,78,Renault,Master,2003,99000,SC,Manuelle,Diesel,90,7000,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917186904.htm?ac=206978287,Oui,Oui,Oui,,
25/01/2020,35,Iveco,Daily,2011,170000,DC,Manuelle,Diesel,126,7900,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917170511.htm?ac=206978287,Oui,Oui,Oui,,
25/01/2020,13,Iveco,Daily,2008,144000,SC,Manuelle,Diesel,126,13530,Benne Neuve,Non,Non,01/2021,NA,0,https://www.leboncoin.fr/utilitaires/1917146544.htm?ac=206978287,Non,Non,Oui,,
25/01/2020,51,Fiat,Ducato,2016,55500,SC,Manuelle,Diesel,130,19188,Benne origine,Non,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1917145768.htm?ac=206978287,Non,Non,Non,,
25/01/2020,95,Fiat,Ducato,2014,141000,SC,Manuelle,Diesel,130,14800,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917144102.htm?ac=206978287,Non,Non,Oui,,
25/01/2020,51,Renault,Master,2017,43810,SC,Manuelle,Diesel,130,25440,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1886912715.htm?ac=206978287,Non,Non,Non,,
25/01/2020,69,Iveco,Daily,2018,27800,DC,Manuelle,Diesel,136,29880,Benne origine,Oui,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1891634309.htm?ac=206978287,Non,Non,Non,,
25/01/2020,69,Renault,Master,2017,107000,SC,Manuelle,Diesel,130,22440,Benne origine,Oui,Non,NA,JPM,6,https://www.leboncoin.fr/utilitaires/1857735111.htm?ac=206978287,Non,Non,Non,,
25/01/2020,69,Renault,Master,2017,32000,SC,Manuelle,Diesel,130,26280,Benne origine,Non,Oui,NA,NA,6,https://www.leboncoin.fr/utilitaires/1853752310.htm?ac=206978287,Non,Non,Non,,
25/01/2020,69,Fiat,Ducato,2015,72000,DC,Manuelle,Diesel,130,20280,Benne origine,Non,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1745039088.htm?ac=206978287,Non,Non,Oui,,
26/01/2020,57,Mercedes,Sprinter,2008,141000,SC,Manuelle,Diesel,130,3500,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917481369.htm?ac=206978287,Oui,Oui,Oui,,
26/01/2020,45,Iveco,Daily,2012,99709,SC,Manuelle,Diesel,126,21990,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1907449023.htm?ac=206978287,Non,Non,Non,,
26/01/2020,91,Mercedes,Sprinter,2017,65500,SC,Manuelle,Diesel,143,23388,Benne origine,Oui,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1917799041.htm?ac=4051296304,Non,Non,Oui,,
26/01/2020,45,Iveco,Daily,2013,122853,SC,Manuelle,Diesel,126,16990,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1906959815.htm?ac=206978287,Non,Non,Non,,
26/01/2020,45,Iveco,Daily,2013,153801,SC,Manuelle,Diesel,126,19990,Benne origine,Oui,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1900891172.htm?ac=206978287,Non,Oui,Oui,,
26/01/2020,13,Nissan,Cabstar,2018,64766,SC,Manuelle,Diesel,130,23388,Benne origine,Non,Non,NA,Cabreta,24,https://www.leboncoin.fr/utilitaires/1855755878.htm?ac=206978287,Oui,Oui,Oui,,
26/01/2020,42,Fuso,Canter,2019,36000,SC,Manuelle,Diesel,130,30000,Benne origine,Oui,Non,NA,JPM,12,https://www.leboncoin.fr/utilitaires/1917511670.htm?ac=206978287,Non,Non,Non,,
26/01/2020,64,Ford,Transit,2008,109916,SC,Manuelle,Diesel,140,16800,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1857813637.htm?ac=206978287,Non,Oui,Oui,,
26/01/2020,35,Iveco,Daily,2018,53100,SC,Manuelle,Diesel,136,30000,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1917498541.htm?ac=206978287,Non,Non,Non,,
26/01/2020,35,Fiat,Ducato,2021,900,SC,Manuelle,Diesel,140,28668,Benne origine,Oui,Non,NA,NA,24,https://www.leboncoin.fr/utilitaires/1910011415.htm?ac=206978287,Non,Non,Non,,
26/01/2020,24,Iveco,Daily,2013,147000,SC,Manuelle,Diesel,130,20280,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917469505.htm?ac=206978287,Oui,Oui,Oui,,
26/01/2020,82,Renault,Master,2004,194200,SC,Manuelle,Diesel,120,12500,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1914072126.htm?ac=206978287,Non,Non,Oui,,
26/01/2020,44,Iveco,Daily,2018,28828,DC,Manuelle,Diesel,140,31140,Benne origine,Oui,Non,NA,JPM,12,https://www.leboncoin.fr/utilitaires/1838041394.htm?ac=206978287,Non,Non,Non,,
26/01/2020,72,Peugeot,Boxer,2015,103000,SC,Manuelle,Diesel,130,18600,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1917442567.htm?ac=206978287,Non,Non,Non,,
26/01/2020,78,Iveco,Daily,2007,97650,SC,Manuelle,Diesel,116,8999,Benne origine,Non,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917441631.htm?ac=206978287,Oui,Oui,Oui,,
26/01/2020,51,Renault,Master,2017,16000,DC,Manuelle,Diesel,130,26388,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1839327967.htm?ac=206978287,Non,Non,Non,,
26/01/2020,51,Renault,Master,2017,40000,SC,Manuelle,Diesel,130,22788,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1837943192.htm?ac=206978287,Non,Non,Non,,
26/01/2020,94,Iveco,Daily,2021,22,SC,Manuelle,Diesel,180,39680,Benne origine,Non,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1911646183.htm?ac=206978287,Non,Non,Oui,,
26/01/2020,94,Fiat,Ducato,2021,220,SC,Manuelle,Diesel,140,29690,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1888740404.htm?ac=206978287,Non,Non,Non,,
26/01/2020,94,Fiat,Ducato,2016,34000,SC,Manuelle,Diesel,130,19850,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1887534704.htm?ac=206978287,Non,Non,Oui,,
26/01/2020,94,Peugeot,Boxer,2020,20,SC,Manuelle,Diesel,140,29600,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1879421050.htm?ac=206978287,Non,Non,Oui,,
26/01/2020,94,Iveco,Daily,2020,20,SC,Manuelle,Diesel,160,39490,Benne origine,Oui,Non,NA,JPM,0,https://www.leboncoin.fr/utilitaires/1879422109.htm?ac=206978287,Oui,Oui,Oui,,
26/01/2020,69,Renault,Master,2008,129000,SC,Manuelle,Diesel,140,9990,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1917751870.htm?ac=206978287,Non,Non,Oui,,
26/01/2020,88,Peugeot,Boxer,2014,68200,SC,Manuelle,Diesel,110,12800,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917744922.htm?ac=206978287,Oui,Oui,Oui,,
26/01/2020,12,Renault,Master,2018,35700,SC,Manuelle,Diesel,130,28788,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1913201527.htm?ac=206978287,Non,Non,Oui,,
26/01/2020,62,Iveco,Daily,2021,20,DC,Manuelle,Diesel,136,46428,Benne origine,Oui,Non,NA,NA,24,https://www.leboncoin.fr/utilitaires/1893053609.htm,Non,Oui,Oui,,
26/01/2020,7,Iveco,Daily,2015,229000,SC,Manuelle,Diesel,210,21360,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917736275.htm?ac=206978287,Non,Non,Oui,,
26/01/2020,97,Citroen,Jumper,2013,49000,SC,Manuelle,Diesel,130,17900,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917734865.htm?ac=206978287,Non,Oui,Oui,,
26/01/2020,71,Citroen,Jumper,2000,198200,DC,Manuelle,Diesel,89,4600,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1917733876.htm?ac=206978287,Oui,Oui,Oui,,
27/01/2020,41,Mercedes,Sprinter,2012,91500,SC,Manuelle,Diesel,130,21360,Benne origine,Oui,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1918030833.htm?ac=206978287,Non,Oui,Oui,,
27/01/2020,60,Renault,Master,2008,99700,DC,Manuelle,Diesel,120,7990,Benne origine,Non,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1896038695.htm?ac=206978287,Non,Non,Non,,
27/01/2020,86,Iveco,Daily,2015,143300,SC,Manuelle,Diesel,146,22680,Benne origine,Non,Non,NA,JPM,6,https://www.leboncoin.fr/utilitaires/1918171839.htm?ac=206978287,Non,Non,Oui,,
27/01/2020,29,Renault,Master,2012,146560,SC,Manuelle,Diesel,125,11900,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1918175190.htm?ac=206978287,Oui,Oui,Oui,,
27/01/2020,78,Ford,Transit,2007,59597,SC,Manuelle,Diesel,100,9490,Benne origine,Non,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1918196329.htm?ac=206978287,Non,Oui,Oui,,
27/01/2020,17,Ford,Transit,2019,8000,SC,Manuelle,Diesel,130,31990,Benne origine,Non,Non,NA,NA,1,https://www.leboncoin.fr/utilitaires/1880499996.htm?ac=206978287,Non,Non,Non,,
27/01/2020,97,Renault,Master,2018,7000,SC,Manuelle,Diesel,130,29900,Benne origine,Oui,Non,NA,NA,12,https://www.leboncoin.fr/utilitaires/1918190487.htm?ac=206978287,Oui,Oui,Oui,,
27/01/2020,35,Ford,Transit,2018,37624,SC,Manuelle,Diesel,170,23990,Benne origine,Non,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1918193721.htm?ac=206978287,Non,Non,Non,,
27/01/2020,49,Renault,Master,2015,67589,SC,Manuelle,Diesel,125,20940,Benne origine,Non,Non,NA,NA,6,https://www.leboncoin.fr/utilitaires/1918272436.htm?ac=206978287,Non,Non,Oui,,
27/01/2020,62,Citroen,Jumper,2015,236000,DC,Manuelle,Diesel,180,11800,Benne origine,Non,Oui,NA,NA,0,https://www.leboncoin.fr/utilitaires/1923988082.htm?ac=4051296304,Non,Non,Oui,,
27/01/2020,28,Ford,Transit,2017,40202,SC,Manuelle,Diesel,130,20490,Benne origine,Oui,Non,NA,NA,0,https://www.leboncoin.fr/utilitaires/1872421619.htm?ac=206978287,Non,Non,Oui,,
27/01/2020,38,Fiat,Ducato,2017,31900,SC,Manuelle,Diesel,130,23400,Benne origine,Non,Non,NA,NA,3,https://www.leboncoin.fr/utilitaires/1913630953.htm?ac=206978287,Non,Non,Oui,,
